name,url,rating,number_of_ratings,price,asin,Manufacturer,Product Details,Details
"American Tourister Quad+ Polyester 3 Compartment Unisex Backpack (Black,Frsz)",https://www.amazon.in/American-Tourister-Polyester-Compartment-Backpack/dp/B0BY9DG85L/ref=sr_1_290?crid=2M096C61O4MLT&keywords=bags&qid=1690028451&sr=8-290,3.9 out of 5 stars,9,1900,B0BR1C59R8,American Tourister,"Care Instructions: Hand Wash Only
Product Type : Backpacks
Material : Polyester
Warranty : 1 year
Compartment : 3
Waterproof : No","Product Dimensions : 12 x 35 x 45 cm; 420 Grams
Date First Available : 10 March 2023
Manufacturer : American Tourister
ASIN : B0BY9DG85L
Item model number : S23ATQUA232813
Country of Origin : India
Department : unisex-adult
Manufacturer : American Tourister
Item Weight : 420 g
Item Dimensions LxWxH : 12 x 35 x 45 Centimeters"
HARISSONS Delta 39L Laptop Backpack (Navy Blue) for Office & Travel Purpose | School Bag for Children with a Multi-Purpose Handy Pouch and Dedicated Laptop Cradle (15.6 inch) | Water-Resistant,https://www.amazon.in/Harissons-Backpack-Abrassion-Integrated-backstaps/dp/B07P6CNKHV/ref=sr_1_291?crid=2M096C61O4MLT&keywords=bags&qid=1690028451&sr=8-291,4.2 out of 5 stars,1716,746,B0B7DT6HY3,sions : 35 x 23 x 48 cm; 670 Grams,"QUADRAQUIP: Delta is the flagship of our Quadraquip Series and one of the best sellers of Harissons. It comes equipped with a 1) Built-In Rain Cover, 2) A Multi-Purpose Pouch, 3) A Laptop Compartment, and 4) Ergo-Grip Backstraps, four things to round off a complete backpack!
SPACE FOR EVERYTHING: Delta comes with a dedicated Cushioned Laptop Cradle to fit devices up to 15.6 inches. With a volume of 39 Litres, Delta has plenty more space for your things. A Quick-Access Pocket for the stuff you want to keep at hand and a detailed organizer for the other tiny knick-knacks like stationery and keys, those you would not want roaming around in your bag!
RAIN PROTECTED: Waterproof fabric that offers the bag a water-repellency of up to 90% combined with an elasticated circumference makes our rain protector easy to adjust to different sizes giving it a snug fit and complete water protection. Now you can keep your pack dry and keep your worries away while you soak in the rains.
ERGONOMICS: Delta is equipped with Ergo-Grip Backstraps that are constructed to evenly distribute weight across your shoulders and back. It is also designed with an Anti-Sweat Cushioned lumbar support. This keeps you from fatiguing and sweat-free even after long hours of carrying the backpack at full capacity. 1-year warranty against all manufacturing and workmanship defects.
HANDY POUCH: Multi-Purpose Handy Pouch to house anything like your Laptop charger or stationery like pens, pencils, or anything that does not feel elsewhere in your bag. KEEP YOUR SECRETS SAFE – The Organizer Compartment comes with an Internal Hidden Zipper Pocket that only you will know about! Don’t worry, your secret is safe with us!","Product Dimensions : 35 x 23 x 48 cm; 670 Grams
Date First Available : 1 March 2019
ASIN : B07P6CNKHV
Item model number : HB1151NAVYNEONGREEN
Country of Origin : India
Department : unisex-child
Item Weight : 670 g
Item Dimensions LxWxH : 35 x 23 x 48 Centimeters
Net Quantity : 1 Count"
"uppercase SealPro Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers & Anti-theft for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/uppercase-Professional-resistant-sustainable-Anti-theft/dp/B0BR1C59R8/ref=sr_1_292?crid=2M096C61O4MLT&keywords=bags&qid=1690028451&sr=8-292,4.6 out of 5 stars,68,319,B077VFZHLL,Acefour Accessories Pvt. Ltd.,"Care Instructions: Wipe with Damp Cloth
Handcrafted with care and made up of premium quality robust material
Padded anti-theft laptop compartment fits up to 15.6"" Laptop, Back padding with Air mesh; Pocket under flap and 2 mesh pocket inside main compartment with a bottle holder on the side
Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Slip In Pocket
GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty","Product Dimensions : 15 x 27.5 x 47 cm; 497 Grams
Date First Available : 24 December 2022
Manufacturer : Acefour Accessories Pvt. Ltd.
ASIN : B0BR1C59R8
Item model number : 2900EBP2BLU
Country of Origin : India
Department : unisex-adult
Manufacturer : Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800
Packer : Acefour Accessories Pvt. Ltd.
Item Weight : 497 g
Item Dimensions LxWxH : 15 x 27.5 x 47 Centimeters
Net Quantity : 1.00 count"
Martucci Large 35 L Backpack Spacy Unisex/College/School/Travel Backpack with Rain Cover and Reflective Strip,https://www.amazon.in/Martucci-Laptop-Backpack-College-Reflective/dp/B0B7DT6HY3/ref=sr_1_291?crid=2M096C61O4MLT&keywords=bags&qid=1690028462&sr=8-291,4.0 out of 5 stars,1216,378,B0B2WBJ2H8,Martucci,"SPACIOUS AND LIGHTWEIGHT: Light weight and spacious 35L Laptop backpack 2 Main Compartment and 2 Front Pocket with Two Side Water Bottle Pocket. <br>
COMFORT WITH QUALITY: This casual Bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Barracks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all boys, girls, men and women. <br>
PREMIUM FABRIC : Polyester, Closure Type: Zipper, Gender: Unisex Size: 46 cm X 33 cm X 20cm.; BACK SUPPORT: Air Mash foam padding to prevent sweating when you use the bag & to help you lift heavy objects easily. <br>
OTHER FEATURES: Laptop Compartment (can carry laptops of size 15.6 & 17 inches), Reflective Strip makes it very useful for Bike Riders at Night. <br>
Water Resistance Level: Waterproof; Pattern Name: Self Design; Age Range Description: Adult; Pocket Description: Utility Pocket <br>","Product Dimensions : 28 x 4 x 44 cm; 350 Grams
Date First Available : 23 July 2022
Manufacturer : Martucci
ASIN : B0B7DT6HY3
Item model number : Pro-35L-Black_Acq
Country of Origin : India
Department : unisex-adult
Manufacturer : Martucci
Item Weight : 350 g
Item Dimensions LxWxH : 28 x 4 x 44 Centimeters
Net Quantity : 1.00 count"
DZert School Bag Backpack 30 Liters for Boys/Girls Polyester Lightweight Bag (Pink),https://www.amazon.in/DZert-Polyester-Pink-School-Backpack/dp/B077VFZHLL/ref=sr_1_292?crid=2M096C61O4MLT&keywords=bags&qid=1690028462&sr=8-292,3.6 out of 5 stars,1918,2219,B0BJ6SCMNH,No,"Padded ergonomic shoulder straps for ultimate comfort. Exterior side beverage accessory holder
Two compartment backpack Sleeve for long books school bag with big spaces
Students can also fill all types of school books lunch box and water bottle bags
2 Chamber With Zip 1 Side Bottle Pocket.
School Bag, Backpack, Travelling Bag, Carry Bag, Picnic Bag","Is Discontinued By Manufacturer : No
Product Dimensions : 5.69 x 39.6 x 52.3 cm; 410 Grams
Date First Available : 30 November 2017
Manufacturer : Rushi Enterprise
ASIN : B077VFZHLL
Item model number : WISH-PINK
Country of Origin : India
Department : Unisex Kids
Manufacturer : Rushi Enterprise, Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876
Packer : Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876
Item Weight : 410 g
Item Dimensions LxWxH : 5.7 x 39.6 x 52.3 Centimeters
Net Quantity : 1 Count
Included Components : School Backpack
Generic Name : School Backpack"
ADISA Women's Girls Party Sling Bag Crossbody,https://www.amazon.in/ADISA-Womens-Girls-Party-Crossbody/dp/B0B2WBJ2H8/ref=sr_1_293?crid=2M096C61O4MLT&keywords=bags&qid=1690028462&sr=8-293,4.0 out of 5 stars,569,259,B0862LF7HS,ADISA,"Outer Material: PU / Synthetic Leather
Closure: Magnetic
Pockets: 1, Compartments: 1
Height Adjustable Sling belt
Dimensions: LxWxH - 7.2 x 2.5 x 6.2 inches","Product Dimensions : 18.42 x 6.35 x 15.88 cm; 375 Grams
Date First Available : 1 June 2022
Manufacturer : ADISA
ASIN : B0B2WBJ2H8
Item model number : SL5099-CRM
Country of Origin : India
Department : Women
Manufacturer : ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com
Packer : ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com
Item Weight : 375 g
Item Dimensions LxWxH : 18.4 x 6.4 x 15.9 Centimeters
Net Quantity : 1.00 Handbag
Included Components : Sling Bag
Generic Name : Sling Bag"
Tommy Hilfiger Elegant Unisex Polyester 15 Inch Laptop Backpack Red+White+Blue,https://www.amazon.in/Tommy-Hilfiger-Elegant-Polyester-Backpack/dp/B0BJ6SCMNH/ref=sr_1_294?crid=2M096C61O4MLT&keywords=bags&qid=1690028462&sr=8-294,5.0 out of 5 stars,4,3899,B0C3MH4NDY,"Brand Concepts Ltd, 140/2/2 Musakedi Squre, Ring Road, Indore, MP, 452001","Care Instructions: Hand Wash Only
Tommy Hilfiger Mens 15 Inch Laptop Business case made from Polyester
This Backpack offers Elite Features with Uncompromising Style and Comfort.
Basic Laptop Compartment + Simple Organiser + Rain Coat
Tommy Hilfiger Typography On Front Of Backpack","Product Dimensions : 21 x 31 x 45 cm; 570 Grams
Date First Available : 14 October 2022
Manufacturer : Brand Concepts Ltd, 140/2/2 Musakedi Squre, Ring Road, Indore, MP, 452001
ASIN : B0BJ6SCMNH
Item model number : TH/ELEGANTLB41508
Country of Origin : India
Department : unisex-adult
Manufacturer : Brand Concepts Ltd, 140/2/2 Musakedi Squre, Ring Road, Indore, MP, 452001, Brand Concepts Ltd, 140/2/2 Musakedi Squre, Ring Road, Indore, MP, 452001
Packer : Brand Concepts Ltd, 140/2/2 Musakedi Squre, Ring Road, Indore, MP, 452001
Item Weight : 570 g
Item Dimensions LxWxH : 21 x 31 x 45 Centimeters
Generic Name : Laptop Backpack"
F Gear Enzo Sports Waist Bag (.Red),https://www.amazon.in/F-Gear-Enzo-Red-Sports-Waist-Bag/dp/B0862LF7HS/ref=sr_1_295?crid=2M096C61O4MLT&keywords=bags&qid=1690028462&sr=8-295,4.2 out of 5 stars,910,7499,B0B7X8BYQJ,F Gear,"One zippered compartment suitable for keys/napkins/wallet/mobile etc.
One inside pocket with two small sleeves for credit card/passport etc. This fanny pack is suitable for only 250ml bottle.
This fanny pack is water resistant.
Premium YKK Japanese Zippers& sliders with an adjustable waist strap.
Comes with The F Gear promise of quality and durability.","Product Dimensions : 20 x 4 x 14 cm; 110 Grams
Date First Available : 18 March 2020
Manufacturer : F Gear
ASIN : B0862LF7HS
Item model number : 3303
Country of Origin : India
Department : unisex-adult
Manufacturer : F Gear, Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel: 9066161590
Packer : Uber Fashion Merchandise Pvt. Ltd. F Gear, Jindal Edifice, No 90/2, 3rd Main, 2nd Stage, Industrial Suburb, Yeshwantpur, Bengaluru, Karnataka 560213
Item Weight : 110 g
Item Dimensions LxWxH : 20 x 4 x 14 Centimeters
Net Quantity : 1 count
Included Components : Pack of 1 Waist Bag
Generic Name : Waist Bag"
"Swiss Military Hard Shell Travel Backpack UFO, Alien Series Dimond Cut ABS Hardshell upto 15.6 Inch Laptop",https://www.amazon.in/Swiss-Military-Travel-Backpack-Hardshell/dp/B0C3MH4NDY/ref=sr_1_296?crid=2M096C61O4MLT&keywords=bags&qid=1690028462&sr=8-296,3.5 out of 5 stars,6,1999,B09V1L5TXN,"Swiss Military Consumer Goods Limited, W-39, Okhla Industrial Area, Delhi , Delhi - 110020","Care Instructions: Wipe with Dry Cloth
Unique Diamond Cut ABS Hard-shell Design. Accommodates Upto 15.6"" Laptop.
Kissing Zip Pullers for Locking Mechanism. Separate Compartment for IPad / Notebook.
Velcro Flap to Prevent 180° Opening. Elasticated File / Documents Holder. 180° Opening for Packing / Unpacking Ease. Separate Mesh Zipper Pocket for Accessories.
Spacious Garments / Files Pocket for Overnight Travel. Miscellaneous Storage pockets for organizing ease.
Premium Padded Back Mesh Panel for Extra Comfort. Adjustable Shoulder Strap for Comfort Fit. Comfort Grip Carrying Handle.","Product Dimensions : 19 x 33 x 50 cm; 1.4 Kilograms
Date First Available : 26 April 2023
Manufacturer : Swiss Military Consumer Goods Limited, W-39, Okhla Industrial Area, Delhi , Delhi - 110020
ASIN : B0C3MH4NDY
Item model number : HBP01
Country of Origin : India
Department : unisex-adult
Manufacturer : Swiss Military Consumer Goods Limited, W-39, Okhla Industrial Area, Delhi , Delhi - 110020, Swiss Military Consumer Goods Limited, W-39, Okhla Industrial Area, Delhi , Delhi - 110020
Packer : Swiss Military Consumer Goods Limited, W-39, Okhla Industrial Area, Delhi , Delhi - 110020
Item Weight : 1 kg 400 g
Item Dimensions LxWxH : 19 x 33 x 50 Centimeters
Net Quantity : 1.00 count
Generic Name : Laptop Backpacks"
"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women",https://www.amazon.in/Mokobara-Backpack-Leather-Resistant-Laptop/dp/B0B7X8BYQJ/ref=sr_1_297?crid=2M096C61O4MLT&keywords=bags&qid=1690028462&sr=8-297,4.6 out of 5 stars,82,598,B0BL3S5NC1,Designed By Mokobara Lifestyle Private Limited,"CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Blue, Water resistant: Yes
INDUSTRY BEST BACKPACK STORAGE: 45 x 31 x 13.5 cm Dimensions, 19L Capacity, Fits upto a 16” laptop
FLAT OPENING TECH COMPARTMENT: 5 pockets to store your iPad, adapters and other tech accessories, Padded laptop compartment with lock strap
MOST FEATURE RICH BACKPACK: USB Port:1, Power bank not included, Front compartment: slip pockets, pen pockets, zippered pockets, Expandable body, Hidden magnetic passport/phone pocket, Luggage sleeve, Hidden expandable water bottle/umbrella pocket
MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI)","Product Dimensions : 45 x 31 x 13.5 cm; 1.86 Kilograms
Date First Available : 28 July 2022
Manufacturer : Designed By Mokobara Lifestyle Private Limited
ASIN : B0B7X8BYQJ
Item model number : AllWork
Country of Origin : China
Department : unisex-adult
Manufacturer : Designed By Mokobara Lifestyle Private Limited
Packer : Mokobara Lifestyle Private Limited, Bangalore.
Importer : Mokobara Lifestyle Private Limited, Bangalore. Customer Care: Email : hello@mokobara.com Contact no. 7975298840 (10:30AM - 5:30PM MON-FRI)
Item Weight : 1 kg 860 g
Item Dimensions LxWxH : 45 x 31 x 13.5 Centimeters
Net Quantity : 1.00 count"
(India) Dell EcoLoop Urban Backpack - Blue - CP4523B,https://www.amazon.in/India-Dell-EcoLoop-Urban-Backpack/dp/B09V1L5TXN/ref=sr_1_298?crid=2M096C61O4MLT&keywords=bags&qid=1690028462&sr=8-298,4.0 out of 5 stars,38,999,B081GQJLD2,"Dell, Dell","Product Type: Notebook carrying backpack
Notebook Compatibility: 57""
Capacity: 20 litres
Product Material: 100% recycled plastic, 420D fabric
Carrying Strap: Carrying strap, adjustable shoulder carrying straps
› See more product details","Information
Technical Details
Brand Dell
Manufacturer Dell, Dell
Series Ecoloop
Colour Blue
Item Height 45 Centimeters
Item Width 35 Centimeters
Product Dimensions 15 x 35 x 45 cm; 540 Grams
Item model number CP4523B
Are Batteries Included No
Included Components Documents, personal accessories, organiser front pocket, slip pockets, pencil slot, vertical front pocket
Manufacturer Dell
Country of Origin China
Item Weight 540 g
Additional Information
ASIN B09V1L5TXN
Customer Reviews 4.0
38 ratings
4.0 out of 5 stars
Best Sellers Rank #3,661 in Computers & Accessories (See Top 100 in Computers & Accessories)
#258 in Laptop Backpacks
Date First Available 30 May 2022
Packer Dell
Importer DIVYASREE GREENS,GR FLOOR,SY NOS.12/1 12/2A AND 13/1A, GHALLAGHATTA VILLAGE VARTHUR HOBLI, BANGALORE KA IN 560071
Item Dimensions LxWxH 15 x 35 x 45 Centimeters
Generic Name Backpack
Feedback
Would you like to tell us about a lower price?"
NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3S5NC1/ref=sr_1_301?crid=2M096C61O4MLT&keywords=bags&qid=1690028462&sr=8-301,3.9 out of 5 stars,826,1497,B0BY9DG85L,Northzone,"COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g
HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items
CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use
CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.
HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.","Product Dimensions : 18 x 12 x 7 cm; 499 Grams
Date First Available : 1 November 2022
Manufacturer : Northzone
ASIN : B0BL3S5NC1
Item model number : DINY01
Country of Origin : India
Department : unisex-adult
Manufacturer : Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086
Packer : Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086
Importer : Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086
Item Weight : 499 g
Item Dimensions LxWxH : 18 x 12 x 7 Centimeters
Net Quantity : 1.00 count"
